word,word_link,tree
investigacion orientada por problemas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=8085&/investigacion%20orientada%20por%20problemas,Inicio | Investigación y Desarrollo | i+d | investigacion | investigacion orientada por problemas
investigacion tecnologica,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=3912&/investigacion-tecnologica,Inicio | Investigación y Desarrollo | i+d | investigacion | investigacion aplicada | investigacion tecnologica
investigacion y desarrollo,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9036&/investigacion-y-desarrollo,Inicio | investigacion y desarrollo
i+d,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=4758&/i+d,Inicio | Investigación y Desarrollo | i+d
Investigación y Desarrollo,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=11787&/investigacion-y-desarrollo,Inicio | Investigación y Desarrollo
investigacion y desarrollo experimental,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9037&/investigacion-y-desarrollo-experimental,Inicio | investigacion y desarrollo experimental
i+d,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=4758&/i+d,Inicio | Investigación y Desarrollo | i+d
investigaciones en curso,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=10719&/investigaciones-en-curso,Inicio | investigaciones en curso
proyectos en curso,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=5965&/proyectos%20en%20curso,Inicio | Planificación. Política científica. Tecnología | proyectos | proyectos en curso
investigadores,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=3584&/investigadores,Inicio | Recursos humanos. Personal. Empleo | personal | investigadores
invierno,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9233&/invierno,Inicio | Agricultura. Alimentación | estaciones (clima) | invierno
inyecciones (medicamentos),http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9236&/inyecciones-medicamentos,Inicio | Medicina. Sanidad. Situaciones de peligro | terapeutica | terapia con medicamentos | inyecciones (medicamentos)
inyecciones intraarteriales,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9237&/inyecciones-intraarteriales,Inicio | Medicina. Sanidad. Situaciones de peligro | terapeutica | terapia con medicamentos | inyecciones (medicamentos) | inyecciones intraarteriales
inyecciones intradermicas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9238&/inyecciones-intradermicas,Inicio | Medicina. Sanidad. Situaciones de peligro | terapeutica | terapia con medicamentos | inyecciones (medicamentos) | inyecciones intradermicas
inyecciones intramusculares,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9240&/inyecciones-intramusculares,Inicio | Medicina. Sanidad. Situaciones de peligro | terapeutica | terapia con medicamentos | inyecciones (medicamentos) | inyecciones intramusculares
inyecciones intravenosas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9241&/inyecciones-intravenosas,Inicio | Medicina. Sanidad. Situaciones de peligro | terapeutica | terapia con medicamentos | inyecciones (medicamentos) | inyecciones intravenosas
inyecciones subcutaneas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9239&/inyecciones-subcutaneas,Inicio | Medicina. Sanidad. Situaciones de peligro | terapeutica | terapia con medicamentos | inyecciones (medicamentos) | inyecciones subcutaneas
inyectores,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=4486&/inyectores,Inicio | Tecnología II. Transportes. Ingeniería mecánica | ingenieria mecanica | inyectores
iob,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9243&/iob,Inicio | Organismos Internacionales | organizaciones intergubernamentales | onu | iob
iocu,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9244&/iocu,Inicio | Organismos Internacionales | organizaciones no gubernamentales | iocu
iones,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=2556&/iones,Inicio | Física | particulas cargadas | iones
iones complejos,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9247&/iones-complejos,Inicio | Física | particulas cargadas | iones | iones complejos
ionizacion,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=5729&/ionizacion,Inicio | Química I. Productos orgánicos e inorgánicos | quimica | reacciones quimicas | ionizacion
ionizacion de gases,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9249&/ionizacion-de-gases,Inicio | Química I. Productos orgánicos e inorgánicos | quimica | reacciones quimicas | ionizacion | ionizacion de gases
ionosfera,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=8116&/ionosfera,Inicio | Agricultura. Alimentación | atmosferas | atmosfera terrestre | atmosfera superior | ionosfera
ipra,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9250&/ipra,Inicio | Organismos Internacionales | organizaciones no gubernamentales | ipra
iqsy,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=8613&/iqsy,Inicio | Cooperación tecnológica | cooperacion internacional | proyectos internacionales | iqsy
irak,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9251&/irak,Inicio | Países | asia | asia occidental | irak
iran,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9252&/iran,Inicio | Países | asia | asia occidental | iran
irfed,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9253&/irfed,Inicio | Organismos Internacionales | organizaciones no gubernamentales | irfed
iridio,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9254&/iridio,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos inorganicos | metales | iridio
irlanda,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9257&/irlanda,Inicio | Países | europa | europa occidental | irlanda
irlanda del norte,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=10884&/irlanda-del-norte,Inicio | irlanda del norte
reino unido,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9267&/reino%20unido,Inicio | Países | europa | europa occidental | reino unido
irradiacion,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=1072&/irradiacion,Inicio | Ciencias Biológicas | biologia | radiobiologia | irradiacion
irradiacion parcial del cuerpo,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=7057&/irradiacion-parcial-del-cuerpo,Inicio | Ciencias Biológicas | biologia | radiobiologia | irradiacion | irradiacion parcial del cuerpo
irradiacion total,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=5887&/irradiacion-total,Inicio | Ciencias Biológicas | biologia | radiobiologia | irradiacion | irradiacion total
irregular,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9158&/irregular,Inicio | irregular
intermitente,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9156&/intermitente,Inicio | Historia. Tiempo y espacio | tiempo | duracion | intermitente
irrupcion cientifica,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=10665&/irrupcion-cientifica,Inicio | irrupcion cientifica
progreso cientifico,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=4343&/progreso%20cientifico,Inicio | Investigación y Desarrollo | resultados de i+d | progreso cientifico
irrupcion tecnologica,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=10666&/irrupcion-tecnologica,Inicio | irrupcion tecnologica
progreso tecnologico,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=4344&/progreso%20tecnologico,Inicio | Economía. Desarrollo económico y social | desarrollo | cambio tecnologico | progreso tecnologico
ises,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9260&/ises,Inicio | Organismos Internacionales | organizaciones no gubernamentales | ises
islam,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9261&/islam,Inicio | Filosofía. Metodología. Creatividad | filosofia | filosofia de la religion | doctrinas religiosas | islam
islandia,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9263&/islandia,Inicio | Países | europa | europa occidental | escandinavia | islandia
islas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=3132&/islas,Inicio | Geografía | islas
islas caiman,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9265&/islas-caiman,Inicio | Países | america | caribe | islas caiman
islas comores,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=4097&/islas-comores,Inicio | Países | africa | africa subsahariana | africa austral | islas comores
islas del pacifico,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=10232&/islas-del-pacifico,Inicio | islas del pacifico
oceania,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=3212&/oceania,Inicio | Países | oceania
islas del pacifico australianas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=3397&/islas-del-pacifico-australianas,Inicio | Países | oceania | islas del pacifico australianas
islas del pacifico britanicas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9266&/islas-del-pacifico-britanicas,Inicio | Países | oceania | islas del pacifico britanicas
islas del pacifico francesas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=8388&/islas-del-pacifico-francesas,Inicio | Países | oceania | islas del pacifico francesas
islas del pacifico neozelandesas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9268&/islas-del-pacifico-neozelandesas,Inicio | Países | oceania | islas del pacifico neozelandesas
islas del pacifico norteamericanas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=7921&/islas-del-pacifico-norteamericanas,Inicio | Países | oceania | islas del pacifico norteamericanas
islas feroe,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9270&/islas-feroe,Inicio | Países | europa | europa occidental | escandinavia | islas feroe
islas malvinas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9271&/islas-malvinas,Inicio | Países | america | america del sur | islas malvinas
islas turcos y caicos,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9273&/islas-turcos-y-caicos,Inicio | Países | america | caribe | islas turcos y caicos
islas virgenes (usa),http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9274&/islas-virgenes-usa,Inicio | Países | america | caribe | islas virgenes (usa)
islas virgenes britanicas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=11424&/islas-virgenes-britanicas,Inicio | islas virgenes britanicas
tortola,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=11423&/tortola,Inicio | Países | america | caribe | tortola
iso,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9275&/iso,Inicio | Organismos Internacionales | organizaciones no gubernamentales | iso
isoenzimas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9276&/isoenzimas,Inicio | Ciencias Biológicas | enzimas | isoenzimas
isomerasas,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9278&/isomerasas,Inicio | Ciencias Biológicas | enzimas | isomerasas
isomerizacion,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=7931&/isomerizacion,Inicio | Química I. Productos orgánicos e inorgánicos | quimica | reacciones quimicas | isomerizacion
isomeros,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=3366&/isomeros,Inicio | Física | materia (fisica) | composicion de la materia | isomeros
isomeros nucleares,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9281&/isomeros-nucleares,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos inorganicos | nucleidos | isomeros nucleares
isomorfismos,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9003&/isomorfismos,Inicio | Matemáticas | algebra | teoria de grupos | isomorfismos
isopreno,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9284&/isopreno,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos organicos | hidrocarburos | hidrocarburos alifaticos | isopreno
isoprenoides,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=5352&/isoprenoides,Inicio | isoprenoides
compuestos isoprenoides,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=5351&/compuestos%20isoprenoides,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos organicos | compuestos isoprenoides
isostasia,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=8686&/isostasia,Inicio | Agricultura. Alimentación | geofisica | isostasia
isotopos,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=1382&/isotopos,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos inorganicos | nucleidos | isotopos
isotopos estables,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9287&/isotopos-estables,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos inorganicos | nucleidos | isotopos | isotopos estables
israel,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9288&/israel,Inicio | Países | asia | asia occidental | israel
ista,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9289&/ista,Inicio | Organismos Internacionales | organizaciones regionales | organizaciones europeas | ista
italia,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9290&/italia,Inicio | Países | europa | europa occidental | italia
iteracion,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9291&/iteracion,Inicio | Matemáticas | analisis numerico | iteracion
iterbio,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9292&/iterbio,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos inorganicos | metales | tierras raras | iterbio
itrio,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9293&/itrio,Inicio | Química I. Productos orgánicos e inorgánicos | productos quimicos inorganicos | metales | itrio
iva,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9335&/iva,Inicio | iva
impuesto sobre el valor añadido,http://vocabularios.caicyt.gov.ar/spines/index.php?tema=9333&/impuesto%20sobre%20el%20valor%20a%C3%B1adido,Inicio | Finanzas. Impuestos | finanzas publicas | impuestos | impuesto sobre el consumo | impuesto sobre el valor añadido
